ReportDate,year,deathGenMale,deathGenFemale,deathGenUnkn
2020-03-04,2020,0.0,0.0,0
2020-03-05,2020,0.0,0.0,0
2020-03-06,2020,0.0,0.0,0
2020-03-07,2020,0.0,0.0,0
2020-03-08,2020,0.0,0.0,0
2020-03-09,2020,0.0,0.0,0
2020-03-10,2020,0.0,0.0,0
2020-03-11,2020,0.0,0.0,0
2020-03-12,2020,0.0,0.0,0
2020-03-13,2020,0.0,0.0,0
2020-03-14,2020,0.0,0.0,0
2020-03-15,2020,0.0,0.0,0
2020-03-16,2020,0.0,0.0,0
2020-03-17,2020,0.0,0.0,0
2020-03-18,2020,0.0,0.0,0
2020-03-19,2020,0.0,0.0,0
2020-03-20,2020,0.0,0.0,0
2020-03-21,2020,0.0,0.0,0
2020-03-22,2020,0.0,0.0,0
2020-03-23,2020,0.0,0.0,0
2020-03-24,2020,0.0,0.0,0
2020-03-25,2020,0.0,0.0,0
2020-03-26,2020,0.0,0.0,0
2020-03-27,2020,0.0,0.0,0
2020-03-28,2020,0.0,0.0,0
2020-03-29,2020,0.0,0.0,0
2020-03-30,2020,0.0,0.0,0
2020-03-31,2020,0.0,0.0,0
2020-04-01,2020,0.0,0.0,0
2020-04-02,2020,0.0,0.0,0
2020-04-03,2020,0.0,0.0,0
2020-04-04,2020,0.0,0.0,0
2020-04-05,2020,0.0,0.0,0
2020-04-06,2020,0.0,0.0,0
2020-04-07,2020,0.0,0.0,0
2020-04-08,2020,78.0,46.0,0
2020-04-09,2020,85.0,53.0,0
2020-04-10,2020,102.0,69.0,0
2020-04-11,2020,121.0,85.0,0
2020-04-12,2020,136.0,99.0,0
2020-04-13,2020,145.0,117.0,0
2020-04-14,2020,165.0,137.0,0
2020-04-15,2020,185.0,164.0,0
2020-04-16,2020,205.0,187.0,0
2020-04-17,2020,227.0,198.0,0
2020-04-18,2020,244.0,218.0,1
2020-04-19,2020,261.0,224.0,1
2020-04-20,2020,274.0,242.0,0
2020-04-21,2020,314.0,270.0,0
2020-04-22,2020,339.0,292.0,0
2020-04-23,2020,360.0,320.0,0
2020-04-24,2020,373.0,350.0,0
2020-04-25,2020,412.0,385.0,0
2020-04-26,2020,427.0,400.0,0
2020-04-27,2020,446.0,412.0,0
2020-04-28,2020,480.0,449.0,0
2020-04-29,2020,502.0,483.0,0
2020-04-30,2020,538.0,509.0,0
2020-05-01,2020,567.0,531.0,0
2020-05-02,2020,602.0,554.0,0
2020-05-03,2020,616.0,566.0,0
2020-05-04,2020,635.0,581.0,0
2020-05-05,2020,671.0,619.0,0
2020-05-06,2020,690.0,648.0,0
2020-05-07,2020,722.0,679.0,0
2020-05-08,2020,747.0,706.0,0
2020-05-09,2020,771.0,739.0,0
2020-05-10,2020,790.0,748.0,0
2020-05-11,2020,806.0,767.0,0
2020-05-12,2020,838.0,805.0,0
2020-05-13,2020,856.0,838.0,0
2020-05-14,2020,877.0,871.0,0
2020-05-15,2020,902.0,890.0,0
2020-05-16,2020,927.0,915.0,0
2020-05-17,2020,945.0,931.0,0
2020-05-18,2020,963.0,940.0,0
2020-05-19,2020,996.0,967.0,0
2020-05-20,2020,1017.0,987.0,0
2020-05-21,2020,1037.0,1008.0,0
2020-05-22,2020,1054.0,1038.0,0
2020-05-23,2020,1074.0,1056.0,0
2020-05-24,2020,1094.0,1068.0,0
2020-05-25,2020,1110.0,1077.0,0
2020-05-26,2020,1126.0,1091.0,0
2020-05-27,2020,1149.0,1121.0,0
2020-05-28,2020,1170.0,1137.0,0
2020-05-29,2020,1192.0,1156.0,0
2020-05-30,2020,1214.0,1176.0,0
2020-05-31,2020,1227.0,1184.0,0
2020-06-01,2020,1238.0,1193.0,0
2020-06-02,2020,1255.0,1219.0,0
2020-06-03,2020,1278.0,1241.0,0
2020-06-04,2020,1293.0,1253.0,0
2020-06-05,2020,1314.0,1266.0,0
2020-06-06,2020,1332.0,1284.0,0
2020-06-07,2020,1337.0,1288.0,0
2020-06-08,2020,1353.0,1300.0,0
2020-06-09,2020,1374.0,1312.0,0
2020-06-10,2020,1390.0,1329.0,0
2020-06-11,2020,1408.0,1342.0,0
2020-06-12,2020,1413.0,1360.0,0
2020-06-13,2020,1429.0,1370.0,0
2020-06-14,2020,1436.0,1375.0,0
2020-06-15,2020,1436.0,1381.0,0
2020-06-16,2020,1458.0,1393.0,0
2020-06-17,2020,1468.0,1398.0,0
2020-06-18,2020,1479.0,1407.0,0
2020-06-19,2020,1486.0,1415.0,0
2020-06-20,2020,1497.0,1426.0,0
2020-06-21,2020,1504.0,1433.0,0
2020-06-22,2020,1508.0,1437.0,0
2020-06-23,2020,1517.0,1446.0,0
2020-06-24,2020,1525.0,1453.0,0
2020-06-25,2020,1537.0,1464.0,0
2020-06-26,2020,1542.0,1473.0,0
2020-06-27,2020,1547.0,1483.0,0
2020-06-28,2020,1554.0,1488.0,0
2020-06-29,2020,1558.0,1490.0,0
2020-06-30,2020,1567.0,1495.0,0
2020-07-01,2020,1575.0,1502.0,0
2020-07-02,2020,1581.0,1505.0,0
2020-07-03,2020,1581.0,1518.0,0
2020-07-04,2020,1586.0,1525.0,0
2020-07-05,2020,1587.0,1531.0,0
2020-07-06,2020,1588.0,1533.0,0
2020-07-07,2020,1593.0,1547.0,0
2020-07-08,2020,1597.0,1552.0,0
2020-07-09,2020,1603.0,1557.0,0
2020-07-10,2020,1609.0,1563.0,0
2020-07-11,2020,1613.0,1566.0,0
2020-07-12,2020,1619.0,1569.0,0
2020-07-13,2020,1622.0,1572.0,0
2020-07-14,2020,1627.0,1575.0,0
2020-07-15,2020,1632.0,1577.0,0
2020-07-16,2020,1634.0,1581.0,0
2020-07-17,2020,1639.0,1588.0,0
2020-07-18,2020,1643.0,1595.0,0
2020-07-19,2020,1649.0,1598.0,0
2020-07-20,2020,1651.0,1601.0,0
2020-07-21,2020,1660.0,1612.0,0
2020-07-22,2020,1664.0,1612.0,0
2020-07-23,2020,1666.0,1615.0,0
2020-07-24,2020,1671.0,1622.0,0
2020-07-25,2020,1679.0,1625.0,0
2020-07-26,2020,1682.0,1627.0,0
2020-07-27,2020,1685.0,1630.0,0
2020-07-28,2020,1689.0,1638.0,0
2020-07-29,2020,1701.0,1646.0,0
2020-07-30,2020,1708.0,1649.0,0
2020-07-31,2020,1711.0,1651.0,0
2020-08-01,2020,1719.0,1655.0,0
2020-08-02,2020,1723.0,1658.0,0
2020-08-03,2020,1727.0,1662.0,0
2020-08-04,2020,1730.0,1666.0,0
2020-08-05,2020,1732.0,1670.0,0
2020-08-06,2020,1736.0,1679.0,0
2020-08-07,2020,1743.0,1686.0,0
2020-08-08,2020,1749.0,1691.0,0
2020-08-09,2020,1754.0,1694.0,0
2020-08-10,2020,1758.0,1696.0,0
2020-08-11,2020,1762.0,1705.0,0
2020-08-12,2020,1767.0,1707.0,0
2020-08-13,2020,1771.0,1712.0,0
2020-08-14,2020,1774.0,1721.0,0
2020-08-15,2020,1775.0,1724.0,0
2020-08-16,2020,1776.0,1726.0,0
2020-08-17,2020,1779.0,1725.0,0
2020-08-18,2020,1784.0,1727.0,0
2020-08-19,2020,1792.0,1730.0,0
2020-08-20,2020,1796.0,1735.0,0
2020-08-21,2020,1798.0,1738.0,0
2020-08-22,2020,1804.0,1742.0,0
2020-08-23,2020,1810.0,1742.0,0
2020-08-24,2020,1811.0,1743.0,0
2020-08-25,2020,1815.0,1749.0,0
2020-08-26,2020,1822.0,1752.0,0
2020-08-27,2020,1825.0,1755.0,0
2020-08-28,2020,1835.0,1758.0,0
2020-08-29,2020,1841.0,1762.0,0
2020-08-30,2020,1845.0,1764.0,0
2020-08-31,2020,1845.0,1767.0,0
2020-09-01,2020,1847.0,1770.0,0
2020-09-02,2020,1851.0,1772.0,0
2020-09-03,2020,1857.0,1777.0,0
2020-09-04,2020,1860.0,1785.0,0
2020-09-05,2020,1862.0,1790.0,0
2020-09-06,2020,1863.0,1792.0,0
2020-09-07,2020,1864.0,1796.0,0
2020-09-08,2020,1866.0,1797.0,0
2020-09-09,2020,1868.0,1804.0,0
2020-09-10,2020,1872.0,1807.0,0
2020-09-11,2020,1876.0,1809.0,0
2020-09-12,2020,1882.0,1811.0,0
2020-09-13,2020,1883.0,1812.0,0
2020-09-14,2020,1883.0,1813.0,0
2020-09-15,2020,1890.0,1816.0,0
2020-09-16,2020,1893.0,1819.0,0
2020-09-17,2020,1895.0,1822.0,0
2020-09-18,2020,1899.0,1825.0,0
2020-09-19,2020,1904.0,1828.0,0
2020-09-20,2020,1904.0,1831.0,0
2020-09-21,2020,1908.0,1831.0,0
2020-09-22,2020,1914.0,1834.0,0
2020-09-23,2020,1917.0,1839.0,0
2020-09-24,2020,1921.0,1844.0,0
2020-09-25,2020,1925.0,1847.0,0
2020-09-26,2020,1933.0,1847.0,0
2020-09-27,2020,1941.0,1849.0,0
2020-09-28,2020,1941.0,1852.0,0
2020-09-29,2020,1944.0,1858.0,0
2020-09-30,2020,1944.0,1861.0,0
2020-10-01,2020,1944.0,1861.0,0
2020-10-02,2020,1944.0,1862.0,0
2020-10-03,2020,1949.0,1864.0,0
2020-10-04,2020,1950.0,1864.0,0
2020-10-05,2020,1952.0,1865.0,0
2020-10-06,2020,1955.0,1868.0,0
2020-10-07,2020,1956.0,1873.0,0
2020-10-08,2020,1957.0,1878.0,0
2020-10-09,2020,1962.0,1883.0,0
2020-10-10,2020,1966.0,1884.0,0
2020-10-11,2020,1970.0,1884.0,0
2020-10-12,2020,1972.0,1887.0,0
2020-10-13,2020,1976.0,1892.0,0
2020-10-14,2020,1978.0,1899.0,0
2020-10-15,2020,1983.0,1900.0,0
2020-10-16,2020,1984.0,1903.0,0
2020-10-17,2020,1985.0,1906.0,0
2020-10-18,2020,1985.0,1906.0,0
2020-10-19,2020,1988.0,1907.0,0
2020-10-20,2020,1993.0,1911.0,0
2020-10-21,2020,1996.0,1916.0,0
2020-10-22,2020,2004.0,1920.0,0
2020-10-23,2020,2007.0,1925.0,0
2020-10-24,2020,2015.0,1930.0,0
2020-10-25,2020,2017.0,1933.0,0
2020-10-26,2020,2019.0,1934.0,0
2020-10-27,2020,2026.0,1936.0,0
2020-10-28,2020,2031.0,1938.0,0
2020-10-29,2020,2038.0,1942.0,0
2020-10-30,2020,2043.0,1947.0,0
2020-10-31,2020,2048.0,1952.0,0
2020-11-01,2020,2048.0,1956.0,0
2020-11-02,2020,2047.0,1960.0,0
2020-11-03,2020,2049.0,1966.0,0
2020-11-04,2020,2055.0,1970.0,0
2020-11-05,2020,2059.0,1976.0,0
2020-11-06,2020,2063.0,1983.0,0
2020-11-07,2020,2067.0,1985.0,0
2020-11-08,2020,2073.0,1990.0,0
2020-11-09,2020,2076.0,1996.0,0
2020-11-10,2020,2085.0,1999.0,0
2020-11-11,2020,2094.0,2006.0,0
2020-11-12,2020,2099.0,2013.0,0
2020-11-13,2020,2104.0,2020.0,0
2020-11-14,2020,2115.0,2029.0,0
2020-11-15,2020,2119.0,2034.0,0
2020-11-16,2020,2123.0,2037.0,0
2020-11-17,2020,2137.0,2049.0,0
2020-11-18,2020,2147.0,2054.0,0
2020-11-19,2020,2159.0,2061.0,0
2020-11-20,2020,2171.0,2074.0,0
2020-11-21,2020,2177.0,2084.0,0
2020-11-22,2020,2188.0,2091.0,0
2020-11-23,2020,2194.0,2099.0,0
2020-11-24,2020,2211.0,2114.0,0
2020-11-25,2020,2225.0,2138.0,0
2020-11-26,2020,2242.0,2150.0,0
2020-11-27,2020,2256.0,2158.0,0
2020-11-28,2020,2278.0,2169.0,0
2020-11-29,2020,2290.0,2180.0,0
2020-11-30,2020,2299.0,2187.0,0
2020-12-01,2020,2318.0,2198.0,0
2020-12-02,2020,2342.0,2216.0,0
2020-12-03,2020,2365.0,2241.0,0
2020-12-04,2020,2381.0,2249.0,0
2020-12-05,2020,2393.0,2266.0,0
2020-12-06,2020,2403.0,2282.0,0
2020-12-07,2020,2413.0,2292.0,0
2020-12-08,2020,2436.0,2319.0,0
2020-12-09,2020,2462.0,2339.0,0
2020-12-10,2020,2491.0,2359.0,0
2020-12-11,2020,2522.0,2379.0,0
2020-12-12,2020,2539.0,2398.0,0
2020-12-13,2020,2546.0,2408.0,0
2020-12-14,2020,2556.0,2422.0,0
2020-12-15,2020,2583.0,2456.0,0
2020-12-16,2020,2611.0,2492.0,0
2020-12-17,2020,2638.0,2514.0,0
2020-12-18,2020,2657.0,2531.0,0
2020-12-19,2020,2689.0,2553.0,0
2020-12-20,2020,2710.0,2569.0,0
2020-12-21,2020,2720.0,2582.0,0
2020-12-22,2020,2745.0,2608.0,0
2020-12-23,2020,2774.0,2628.0,0
2020-12-24,2020,2806.0,2656.0,0
2020-12-25,2020,2825.0,2668.0,0
2020-12-26,2020,2837.0,2677.0,0
2020-12-27,2020,2856.0,2689.0,0
2020-12-28,2020,2872.0,2701.0,0
2020-12-29,2020,2910.0,2726.0,0
2020-12-30,2020,2929.0,2752.0,0
2020-12-31,2020,2950.0,2777.0,0
2021-01-01,2021,2974.0,2800.0,0
2021-01-02,2021,2992.0,2807.0,0
2021-01-03,2021,3008.0,2818.0,0
2021-01-04,2021,3030.0,2829.0,0
2021-01-05,2021,3057.0,2856.0,0
2021-01-06,2021,3084.0,2876.0,0
2021-01-07,2021,3109.0,2895.0,0
2021-01-08,2021,3133.0,2914.0,0
2021-01-09,2021,3150.0,2925.0,0
2021-01-10,2021,3169.0,2931.0,0
2021-01-11,2021,3180.0,2949.0,0
2021-01-12,2021,3213.0,2983.0,0
2021-01-13,2021,3235.0,2998.0,0
2021-01-14,2021,3258.0,3019.0,0
2021-01-15,2021,3281.0,3041.0,0
2021-01-16,2021,3300.0,3068.0,1
2021-01-17,2021,3308.0,3086.0,0
2021-01-18,2021,3321.0,3102.0,0
2021-01-19,2021,3345.0,3131.0,0
2021-01-20,2021,3360.0,3154.0,0
2021-01-21,2021,3381.0,3179.0,0
2021-01-22,2021,3406.0,3211.0,0
2021-01-23,2021,3431.0,3231.0,0
2021-01-24,2021,3447.0,3243.0,0
2021-01-25,2021,3469.0,3257.0,0
2021-01-26,2021,3498.0,3290.0,0
2021-01-27,2021,3518.0,3303.0,0
2021-01-28,2021,3536.0,3325.0,0
2021-01-29,2021,3561.0,3339.0,0
2021-01-30,2021,3577.0,3354.0,0
2021-01-31,2021,3589.0,3362.0,0
2021-02-01,2021,3606.0,3372.0,0
2021-02-02,2021,3621.0,3391.0,0
2021-02-03,2021,3636.0,3407.0,0
2021-02-04,2021,3654.0,3419.0,1
2021-02-05,2021,3676.0,3432.0,1
2021-02-06,2021,3701.0,3449.0,0
2021-02-07,2021,3712.0,3458.0,0
2021-02-08,2021,3726.0,3467.0,0
2021-02-09,2021,3746.0,3488.0,0
2021-02-10,2021,3763.0,3504.0,0
2021-02-11,2021,3777.0,3511.0,0
2021-02-12,2021,3793.0,3531.0,0
2021-02-13,2021,3808.0,3548.0,0
2021-02-14,2021,3819.0,3555.0,0
2021-02-15,2021,3833.0,3567.0,0
2021-02-16,2021,3851.0,3579.0,0
2021-02-17,2021,3860.0,3589.0,0
2021-02-18,2021,3878.0,3601.0,0
2021-02-19,2021,3885.0,3610.0,0
2021-02-20,2021,3896.0,3619.0,0
2021-02-21,2021,3904.0,3629.0,0
2021-02-22,2021,3913.0,3637.0,0
2021-02-23,2021,3929.0,3651.0,0
2021-02-24,2021,3941.0,3666.0,0
2021-02-25,2021,3945.0,3678.0,0
2021-02-26,2021,3960.0,3696.0,0
2021-02-27,2021,3971.0,3703.0,0
2021-02-28,2021,3978.0,3709.0,0
2021-03-01,2021,3982.0,3715.0,0
2021-03-02,2021,3996.0,3727.0,0
2021-03-03,2021,4006.0,3731.0,0
2021-03-04,2021,4008.0,3732.0,0
2021-03-05,2021,4008.0,3740.0,0
2021-03-06,2021,4012.0,3747.0,0
2021-03-07,2021,4022.0,3751.0,0
2021-03-08,2021,4027.0,3754.0,0
2021-03-09,2021,4039.0,3767.0,0
2021-03-10,2021,4050.0,3770.0,0
2021-03-11,2021,4059.0,3773.0,0
2021-03-12,2021,4067.0,3781.0,0
2021-03-13,2021,4071.0,3785.0,0
2021-03-14,2021,4076.0,3790.0,0
2021-03-15,2021,4078.0,3795.0,0
2021-03-16,2021,4091.0,3805.0,0
2021-03-17,2021,4101.0,3814.0,0
2021-03-18,2021,4108.0,3821.0,0
2021-03-19,2021,4118.0,3829.0,0
2021-03-20,2021,4129.0,3844.0,0
2021-03-21,2021,4133.0,3852.0,0
2021-03-22,2021,4140.0,3859.0,0
2021-03-23,2021,4145.0,3865.0,0
2021-03-24,2021,4151.0,3878.0,0
2021-03-25,2021,4153.0,3879.0,0
2021-03-26,2021,4165.0,3882.0,0
2021-03-27,2021,4172.0,3889.0,0
2021-03-28,2021,4176.0,3890.0,0
2021-03-29,2021,4184.0,3891.0,0
2021-03-30,2021,4194.0,3894.0,0
2021-03-31,2021,4204.0,3897.0,0
2021-04-01,2021,4210.0,3908.0,0
2021-04-02,2021,4220.0,3914.0,0
2021-04-03,2021,4237.0,3920.0,0
2021-04-04,2021,4237.0,3928.0,0
2021-04-05,2021,4241.0,3936.0,0
2021-04-06,2021,4249.0,3943.0,0
2021-04-07,2021,4251.0,3952.0,0
2021-04-08,2021,4264.0,3960.0,0
2021-04-09,2021,4270.0,3968.0,0
2021-04-10,2021,4281.0,3977.0,0
2021-04-11,2021,4287.0,3982.0,0
2021-04-12,2021,4297.0,3987.0,0
2021-04-13,2021,4306.0,3992.0,0
2021-04-14,2021,4308.0,3999.0,0
2021-04-15,2021,4315.0,4011.0,0
2021-04-16,2021,4324.0,4018.0,0
2021-04-17,2021,4334.0,4025.0,0
2021-04-18,2021,4345.0,4031.0,0
2021-04-19,2021,4353.0,4034.0,0
2021-04-20,2021,4364.0,4042.0,0
2021-04-21,2021,4371.0,4048.0,0
2021-04-22,2021,4379.0,4060.0,0
2021-04-23,2021,4380.0,4067.0,0
2021-04-24,2021,4389.0,4073.0,0
2021-04-25,2021,4395.0,4080.0,0
2021-04-26,2021,4400.0,4083.0,0
2021-04-27,2021,4407.0,4094.0,0
2021-04-28,2021,4416.0,4105.0,0
2021-04-29,2021,4419.0,4111.0,0
2021-04-30,2021,4433.0,4122.0,0
2021-05-01,2021,4442.0,4133.0,0
2021-05-02,2021,4447.0,4138.0,0
2021-05-03,2021,4457.0,4148.0,0
2021-05-04,2021,4462.0,4150.0,0
2021-05-05,2021,4468.0,4154.0,0
2021-05-06,2021,4471.0,4160.0,0
2021-05-07,2021,4476.0,4166.0,0
2021-05-08,2021,4480.0,4172.0,0
2021-05-09,2021,4484.0,4176.0,0
2021-05-10,2021,4489.0,4181.0,0
2021-05-11,2021,4493.0,4185.0,0
2021-05-12,2021,4500.0,4187.0,0
2021-05-13,2021,4506.0,4198.0,0
2021-05-14,2021,4513.0,4203.0,0
2021-05-15,2021,4519.0,4214.0,0
2021-05-16,2021,4519.0,4218.0,0
2021-05-17,2021,4519.0,4221.0,0
2021-05-18,2021,4523.0,4231.0,0
2021-05-19,2021,4530.0,4236.0,0
2021-05-20,2021,4531.0,4237.0,0
2021-05-21,2021,4536.0,4246.0,0
2021-05-22,2021,4541.0,4258.0,0
2021-05-23,2021,4547.0,4269.0,0
2021-05-24,2021,4555.0,4276.0,0
2021-05-25,2021,4558.0,4280.0,0
2021-05-26,2021,4560.0,4286.0,0
2021-05-27,2021,4834.0,4534.0,0
2021-05-28,2021,4844.0,4536.0,0
2021-05-29,2021,4847.0,4540.0,0
2021-05-30,2021,4851.0,4544.0,0
2021-05-31,2021,4852.0,4550.0,0
2021-06-01,2021,4853.0,4551.0,0
2021-06-02,2021,4857.0,4553.0,0
2021-06-03,2021,4857.0,4557.0,0
2021-06-04,2021,4858.0,4559.0,0
2021-06-05,2021,4863.0,4563.0,0
2021-06-06,2021,4866.0,4565.0,0
2021-06-07,2021,4868.0,4567.0,0
2021-06-08,2021,4869.0,4569.0,0
2021-06-09,2021,4871.0,4571.0,0
2021-06-10,2021,4876.0,4574.0,0
2021-06-11,2021,4882.0,4577.0,0
2021-06-12,2021,4886.0,4578.0,0
2021-06-13,2021,4887.0,4579.0,0
2021-06-14,2021,4888.0,4580.0,0
2021-06-15,2021,4889.0,4583.0,0
2021-06-16,2021,4890.0,4588.0,0
2021-06-17,2021,4893.0,4588.0,0
2021-06-18,2021,4896.0,4590.0,0
2021-06-19,2021,4897.0,4593.0,0
2021-06-20,2021,4897.0,4593.0,0
2021-06-21,2021,4897.0,4593.0,0
2021-06-22,2021,4900.0,4598.0,0
2021-06-23,2021,4904.0,4601.0,0
2021-06-24,2021,4908.0,4604.0,0
2021-06-25,2021,4909.0,4604.0,0
2021-06-26,2021,4913.0,4604.0,0
2021-06-27,2021,4913.0,4607.0,0
2021-06-28,2021,4914.0,4608.0,0
2021-06-29,2021,4914.0,4609.0,0
2021-06-30,2021,4914.0,4610.0,0
2021-07-01,2021,4914.0,4613.0,0
2021-07-02,2021,4914.0,4615.0,0
2021-07-03,2021,4916.0,4616.0,0
2021-07-04,2021,4916.0,4616.0,0
2021-07-05,2021,4918.0,4616.0,0
2021-07-06,2021,4920.0,4617.0,0
2021-07-07,2021,4920.0,4618.0,0
2021-07-08,2021,4923.0,4618.0,0
2021-07-09,2021,4925.0,4619.0,0
2021-07-10,2021,4925.0,4620.0,0
2021-07-11,2021,4925.0,4620.0,0
2021-07-12,2021,4925.0,4619.0,0
2021-07-13,2021,4927.0,4621.0,0
2021-07-14,2021,4928.0,4624.0,0
2021-07-15,2021,4931.0,4625.0,0
2021-07-16,2021,4934.0,4627.0,0
2021-07-17,2021,4936.0,4627.0,0
2021-07-18,2021,4937.0,4627.0,0
2021-07-19,2021,4937.0,4628.0,0
2021-07-20,2021,4940.0,4629.0,0
2021-07-21,2021,4943.0,4630.0,0
2021-07-22,2021,4945.0,4634.0,0
2021-07-23,2021,4945.0,4637.0,0
2021-07-24,2021,4946.0,4641.0,0
